channel_name,message_id,image_path,detected_class,confidence_score,image_category
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,cup,0.3684,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.3385,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.326,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.3152,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.2993,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.2902,product_display
lobelia4cosmetics,26370,data/raw/images/lobelia4cosmetics/26370.jpg,person,0.3117,lifestyle
lobelia4cosmetics,26371,data/raw/images/lobelia4cosmetics/26371.jpg,person,0.6776,lifestyle
lobelia4cosmetics,26371,data/raw/images/lobelia4cosmetics/26371.jpg,stop sign,0.2888,lifestyle
lobelia4cosmetics,26372,data/raw/images/lobelia4cosmetics/26372.jpg,,,other
lobelia4cosmetics,26373,data/raw/images/lobelia4cosmetics/26373.jpg,,,other
lobelia4cosmetics,26374,data/raw/images/lobelia4cosmetics/26374.jpg,cup,0.3924,product_display
lobelia4cosmetics,26375,data/raw/images/lobelia4cosmetics/26375.jpg,bottle,0.475,product_display
lobelia4cosmetics,26375,data/raw/images/lobelia4cosmetics/26375.jpg,book,0.2568,product_display
lobelia4cosmetics,26376,data/raw/images/lobelia4cosmetics/26376.jpg,cup,0.354,product_display
lobelia4cosmetics,26377,data/raw/images/lobelia4cosmetics/26377.jpg,bottle,0.8124,product_display
lobelia4cosmetics,26378,data/raw/images/lobelia4cosmetics/26378.jpg,bottle,0.3448,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.6433,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.6279,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.4022,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.3563,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.3472,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.345,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.3412,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.3148,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.2692,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.2692,product_display
lobelia4cosmetics,26379,data/raw/images/lobelia4cosmetics/26379.jpg,bottle,0.2634,product_display
lobelia4cosmetics,26380,data/raw/images/lobelia4cosmetics/26380.jpg,,,other
